"Source","Publication","Table","Variables","AllVariables"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/apprenticeships-in-england-by-industry-characteristics'>Apprenticeships in England by industry characteristics</a>","Apprenticeship achievements by enterprise characteristics, apprenticeship level, sex and age. Broken down by age band, levy status, ethnicity, IMD, level, LLDD, sector, gender, apprenticeship standard.","Sex","Time period, Time identifier, Geographic level, Country code, Country name, Framework/standard, Level, Age, Sex, Lldd, Ethnicity, Total achievements, Sector, Imd, Asalevysupported"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/apprenticeships-in-england-by-industry-characteristics'>Apprenticeships in England by industry characteristics</a>","Apprenticeship achievements by enterprise characteristics, apprenticeship level, sex and age. Broken down by age band, levy status, ethnicity, IMD, level, LLDD, sector, gender, apprenticeship standard.","Lldd","Time period, Time identifier, Geographic level, Country code, Country name, Framework/standard, Level, Age, Sex, Lldd, Ethnicity, Total achievements, Sector, Imd, Asalevysupported"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/apprenticeships-in-england-by-industry-characteristics'>Apprenticeships in England by industry characteristics</a>","Apprenticeship achievements by enterprise characteristics, apprenticeship level, sex and age. Broken down by age band, levy status, ethnicity, IMD, level, LLDD, sector, gender, apprenticeship standard.","Ethnicity","Time period, Time identifier, Geographic level, Country code, Country name, Framework/standard, Level, Age, Sex, Lldd, Ethnicity, Total achievements, Sector, Imd, Asalevysupported"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/apprenticeships-in-england-by-industry-characteristics'>Apprenticeships in England by industry characteristics</a>","Apprenticeship achievements by enterprise characteristics, apprenticeship level, sex and age. Broken down by age band, levy status, ethnicity, IMD, level, LLDD, sector, gender, apprenticeship standard.","Total achievements","Time period, Time identifier, Geographic level, Country code, Country name, Framework/standard, Level, Age, Sex, Lldd, Ethnicity, Total achievements, Sector, Imd, Asalevysupported"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/apprenticeships-in-england-by-industry-characteristics'>Apprenticeships in England by industry characteristics</a>","Apprenticeship achievements by enterprise characteristics, apprenticeship level, sex and age. Broken down by age band, levy status, ethnicity, IMD, level, LLDD, sector, gender, apprenticeship standard.","Sector","Time period, Time identifier, Geographic level, Country code, Country name, Framework/standard, Level, Age, Sex, Lldd, Ethnicity, Total achievements, Sector, Imd, Asalevysupported"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/apprenticeships-in-england-by-industry-characteristics'>Apprenticeships in England by industry characteristics</a>","Apprenticeship achievements by enterprise characteristics, apprenticeship level, sex and age. Broken down by age band, levy status, ethnicity, IMD, level, LLDD, sector, gender, apprenticeship standard.","Imd","Time period, Time identifier, Geographic level, Country code, Country name, Framework/standard, Level, Age, Sex, Lldd, Ethnicity, Total achievements, Sector, Imd, Asalevysupported"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/apprenticeships-in-england-by-industry-characteristics'>Apprenticeships in England by industry characteristics</a>","Apprenticeship achievements by enterprise characteristics, apprenticeship level, sex and age. Broken down by age band, levy status, ethnicity, IMD, level, LLDD, sector, gender, apprenticeship standard.","Asalevysupported","Time period, Time identifier, Geographic level, Country code, Country name, Framework/standard, Level, Age, Sex, Lldd, Ethnicity, Total achievements, Sector, Imd, Asalevysupported"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/apprenticeships-in-england-by-industry-characteristics'>Apprenticeships in England by industry characteristics</a>","Data covering the industry characteristics of apprenticeship starts and enterprises with apprenticeship starts in England as a proportion of workforce and business population by sector, where a match has been made between the ILR and the ONS IDBR.","Time period","Time period, Time identifier, Geographic level, Country code, Country name, Apprenticeship starts, Sector, Apprenticesper1kemployees, Enterpriseswithappsper1kents"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/apprenticeships-in-england-by-industry-characteristics'>Apprenticeships in England by industry characteristics</a>","Data covering the industry characteristics of apprenticeship starts and enterprises with apprenticeship starts in England as a proportion of workforce and business population by sector, where a match has been made between the ILR and the ONS IDBR.","Time identifier","Time period, Time identifier, Geographic level, Country code, Country name, Apprenticeship starts, Sector, Apprenticesper1kemployees, Enterpriseswithappsper1kents"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/apprenticeships-in-england-by-industry-characteristics'>Apprenticeships in England by industry characteristics</a>","Data covering the industry characteristics of apprenticeship starts and enterprises with apprenticeship starts in England as a proportion of workforce and business population by sector, where a match has been made between the ILR and the ONS IDBR.","Geographic level","Time period, Time identifier, Geographic level, Country code, Country name, Apprenticeship starts, Sector, Apprenticesper1kemployees, Enterpriseswithappsper1kents"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/apprenticeships-in-england-by-industry-characteristics'>Apprenticeships in England by industry characteristics</a>","Data covering the industry characteristics of apprenticeship starts and enterprises with apprenticeship starts in England as a proportion of workforce and business population by sector, where a match has been made between the ILR and the ONS IDBR.","Country code","Time period, Time identifier, Geographic level, Country code, Country name, Apprenticeship starts, Sector, Apprenticesper1kemployees, Enterpriseswithappsper1kents"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/apprenticeships-in-england-by-industry-characteristics'>Apprenticeships in England by industry characteristics</a>","Data covering the industry characteristics of apprenticeship starts and enterprises with apprenticeship starts in England as a proportion of workforce and business population by sector, where a match has been made between the ILR and the ONS IDBR.","Country name","Time period, Time identifier, Geographic level, Country code, Country name, Apprenticeship starts, Sector, Apprenticesper1kemployees, Enterpriseswithappsper1kents"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/apprenticeships-in-england-by-industry-characteristics'>Apprenticeships in England by industry characteristics</a>","Data covering the industry characteristics of apprenticeship starts and enterprises with apprenticeship starts in England as a proportion of workforce and business population by sector, where a match has been made between the ILR and the ONS IDBR.","Apprenticeship starts","Time period, Time identifier, Geographic level, Country code, Country name, Apprenticeship starts, Sector, Apprenticesper1kemployees, Enterpriseswithappsper1kents"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/apprenticeships-in-england-by-industry-characteristics'>Apprenticeships in England by industry characteristics</a>","Data covering the industry characteristics of apprenticeship starts and enterprises with apprenticeship starts in England as a proportion of workforce and business population by sector, where a match has been made between the ILR and the ONS IDBR.","Sector","Time period, Time identifier, Geographic level, Country code, Country name, Apprenticeship starts, Sector, Apprenticesper1kemployees, Enterpriseswithappsper1kents"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/apprenticeships-in-england-by-industry-characteristics'>Apprenticeships in England by industry characteristics</a>","Data covering the industry characteristics of apprenticeship starts and enterprises with apprenticeship starts in England as a proportion of workforce and business population by sector, where a match has been made between the ILR and the ONS IDBR.","Apprenticesper1kemployees","Time period, Time identifier, Geographic level, Country code, Country name, Apprenticeship starts, Sector, Apprenticesper1kemployees, Enterpriseswithappsper1kents"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/apprenticeships-in-england-by-industry-characteristics'>Apprenticeships in England by industry characteristics</a>","Data covering the industry characteristics of apprenticeship starts and enterprises with apprenticeship starts in England as a proportion of workforce and business population by sector, where a match has been made between the ILR and the ONS IDBR.","Enterpriseswithappsper1kents","Time period, Time identifier, Geographic level, Country code, Country name, Apprenticeship starts, Sector, Apprenticesper1kemployees, Enterpriseswithappsper1kents"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/skills-bootcamps-outcomes'>Skills Bootcamps outcomes</a>","Skills Bootcamps outcomes","Time period","Time period, Time identifier, Geographic level, Country code, Country name, Number of providers, Number of participants reported, Number completing, New opportunities, New responsibilities, New employment, New role, No change"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/skills-bootcamps-outcomes'>Skills Bootcamps outcomes</a>","Skills Bootcamps outcomes","Time identifier","Time period, Time identifier, Geographic level, Country code, Country name, Number of providers, Number of participants reported, Number completing, New opportunities, New responsibilities, New employment, New role, No change"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/skills-bootcamps-outcomes'>Skills Bootcamps outcomes</a>","Skills Bootcamps outcomes","Geographic level","Time period, Time identifier, Geographic level, Country code, Country name, Number of providers, Number of participants reported, Number completing, New opportunities, New responsibilities, New employment, New role, No change"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/skills-bootcamps-outcomes'>Skills Bootcamps outcomes</a>","Skills Bootcamps outcomes","Country code","Time period, Time identifier, Geographic level, Country code, Country name, Number of providers, Number of participants reported, Number completing, New opportunities, New responsibilities, New employment, New role, No change"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/skills-bootcamps-outcomes'>Skills Bootcamps outcomes</a>","Skills Bootcamps outcomes","Country name","Time period, Time identifier, Geographic level, Country code, Country name, Number of providers, Number of participants reported, Number completing, New opportunities, New responsibilities, New employment, New role, No change"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/skills-bootcamps-outcomes'>Skills Bootcamps outcomes</a>","Skills Bootcamps outcomes","Number of providers","Time period, Time identifier, Geographic level, Country code, Country name, Number of providers, Number of participants reported, Number completing, New opportunities, New responsibilities, New employment, New role, No change"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/skills-bootcamps-outcomes'>Skills Bootcamps outcomes</a>","Skills Bootcamps outcomes","Number of participants reported","Time period, Time identifier, Geographic level, Country code, Country name, Number of providers, Number of participants reported, Number completing, New opportunities, New responsibilities, New employment, New role, No change"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/skills-bootcamps-outcomes'>Skills Bootcamps outcomes</a>","Skills Bootcamps outcomes","Number completing","Time period, Time identifier, Geographic level, Country code, Country name, Number of providers, Number of participants reported, Number completing, New opportunities, New responsibilities, New employment, New role, No change"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/skills-bootcamps-outcomes'>Skills Bootcamps outcomes</a>","Skills Bootcamps outcomes","New opportunities","Time period, Time identifier, Geographic level, Country code, Country name, Number of providers, Number of participants reported, Number completing, New opportunities, New responsibilities, New employment, New role, No change"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/skills-bootcamps-outcomes'>Skills Bootcamps outcomes</a>","Skills Bootcamps outcomes","New responsibilities","Time period, Time identifier, Geographic level, Country code, Country name, Number of providers, Number of participants reported, Number completing, New opportunities, New responsibilities, New employment, New role, No change"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/skills-bootcamps-outcomes'>Skills Bootcamps outcomes</a>","Skills Bootcamps outcomes","New employment","Time period, Time identifier, Geographic level, Country code, Country name, Number of providers, Number of participants reported, Number completing, New opportunities, New responsibilities, New employment, New role, No change"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/skills-bootcamps-outcomes'>Skills Bootcamps outcomes</a>","Skills Bootcamps outcomes","New role","Time period, Time identifier, Geographic level, Country code, Country name, Number of providers, Number of participants reported, Number completing, New opportunities, New responsibilities, New employment, New role, No change"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/skills-bootcamps-outcomes'>Skills Bootcamps outcomes</a>","Skills Bootcamps outcomes","No change","Time period, Time identifier, Geographic level, Country code, Country name, Number of providers, Number of participants reported, Number completing, New opportunities, New responsibilities, New employment, New role, No change"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/fe-learners-going-into-employment-and-learning-destinations-by-local-authority-district'>FE learners going into employment and learning destinations by local authority district</a>","Number of FE learners going into employment and learning destinations by local authority district","Time period","Time period, Time identifier, Geographic level, Country code, Country name, Region code, Region name, Lad code, Lad name, Total learners, Numberofmatchedlearners, Fe, He, Sust emp only, Spd, Emp, Selfemp, Empandlearn, Learn, Learnonly, Belowl2, Engmath, Level2, Fulllevel2, Level3, Fulllevel3, Level4plus, Notassigned, App, Appintermediate, Appadvancedplus, Anylearn, Notsustained, Notsustainednb, Notsustainedbenefit, Benefits, Nodest"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/fe-learners-going-into-employment-and-learning-destinations-by-local-authority-district'>FE learners going into employment and learning destinations by local authority district</a>","Number of FE learners going into employment and learning destinations by local authority district","Time identifier","Time period, Time identifier, Geographic level, Country code, Country name, Region code, Region name, Lad code, Lad name, Total learners, Numberofmatchedlearners, Fe, He, Sust emp only, Spd, Emp, Selfemp, Empandlearn, Learn, Learnonly, Belowl2, Engmath, Level2, Fulllevel2, Level3, Fulllevel3, Level4plus, Notassigned, App, Appintermediate, Appadvancedplus, Anylearn, Notsustained, Notsustainednb, Notsustainedbenefit, Benefits, Nodest"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/fe-learners-going-into-employment-and-learning-destinations-by-local-authority-district'>FE learners going into employment and learning destinations by local authority district</a>","Number of FE learners going into employment and learning destinations by local authority district","Geographic level","Time period, Time identifier, Geographic level, Country code, Country name, Region code, Region name, Lad code, Lad name, Total learners, Numberofmatchedlearners, Fe, He, Sust emp only, Spd, Emp, Selfemp, Empandlearn, Learn, Learnonly, Belowl2, Engmath, Level2, Fulllevel2, Level3, Fulllevel3, Level4plus, Notassigned, App, Appintermediate, Appadvancedplus, Anylearn, Notsustained, Notsustainednb, Notsustainedbenefit, Benefits, Nodest"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/fe-learners-going-into-employment-and-learning-destinations-by-local-authority-district'>FE learners going into employment and learning destinations by local authority district</a>","Number of FE learners going into employment and learning destinations by local authority district","Country code","Time period, Time identifier, Geographic level, Country code, Country name, Region code, Region name, Lad code, Lad name, Total learners, Numberofmatchedlearners, Fe, He, Sust emp only, Spd, Emp, Selfemp, Empandlearn, Learn, Learnonly, Belowl2, Engmath, Level2, Fulllevel2, Level3, Fulllevel3, Level4plus, Notassigned, App, Appintermediate, Appadvancedplus, Anylearn, Notsustained, Notsustainednb, Notsustainedbenefit, Benefits, Nodest"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/fe-learners-going-into-employment-and-learning-destinations-by-local-authority-district'>FE learners going into employment and learning destinations by local authority district</a>","Number of FE learners going into employment and learning destinations by local authority district","Country name","Time period, Time identifier, Geographic level, Country code, Country name, Region code, Region name, Lad code, Lad name, Total learners, Numberofmatchedlearners, Fe, He, Sust emp only, Spd, Emp, Selfemp, Empandlearn, Learn, Learnonly, Belowl2, Engmath, Level2, Fulllevel2, Level3, Fulllevel3, Level4plus, Notassigned, App, Appintermediate, Appadvancedplus, Anylearn, Notsustained, Notsustainednb, Notsustainedbenefit, Benefits, Nodest"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/fe-learners-going-into-employment-and-learning-destinations-by-local-authority-district'>FE learners going into employment and learning destinations by local authority district</a>","Number of FE learners going into employment and learning destinations by local authority district","Region code","Time period, Time identifier, Geographic level, Country code, Country name, Region code, Region name, Lad code, Lad name, Total learners, Numberofmatchedlearners, Fe, He, Sust emp only, Spd, Emp, Selfemp, Empandlearn, Learn, Learnonly, Belowl2, Engmath, Level2, Fulllevel2, Level3, Fulllevel3, Level4plus, Notassigned, App, Appintermediate, Appadvancedplus, Anylearn, Notsustained, Notsustainednb, Notsustainedbenefit, Benefits, Nodest"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/fe-learners-going-into-employment-and-learning-destinations-by-local-authority-district'>FE learners going into employment and learning destinations by local authority district</a>","Number of FE learners going into employment and learning destinations by local authority district","Region name","Time period, Time identifier, Geographic level, Country code, Country name, Region code, Region name, Lad code, Lad name, Total learners, Numberofmatchedlearners, Fe, He, Sust emp only, Spd, Emp, Selfemp, Empandlearn, Learn, Learnonly, Belowl2, Engmath, Level2, Fulllevel2, Level3, Fulllevel3, Level4plus, Notassigned, App, Appintermediate, Appadvancedplus, Anylearn, Notsustained, Notsustainednb, Notsustainedbenefit, Benefits, Nodest"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/fe-learners-going-into-employment-and-learning-destinations-by-local-authority-district'>FE learners going into employment and learning destinations by local authority district</a>","Number of FE learners going into employment and learning destinations by local authority district","Lad code","Time period, Time identifier, Geographic level, Country code, Country name, Region code, Region name, Lad code, Lad name, Total learners, Numberofmatchedlearners, Fe, He, Sust emp only, Spd, Emp, Selfemp, Empandlearn, Learn, Learnonly, Belowl2, Engmath, Level2, Fulllevel2, Level3, Fulllevel3, Level4plus, Notassigned, App, Appintermediate, Appadvancedplus, Anylearn, Notsustained, Notsustainednb, Notsustainedbenefit, Benefits, Nodest"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/fe-learners-going-into-employment-and-learning-destinations-by-local-authority-district'>FE learners going into employment and learning destinations by local authority district</a>","Number of FE learners going into employment and learning destinations by local authority district","Lad name","Time period, Time identifier, Geographic level, Country code, Country name, Region code, Region name, Lad code, Lad name, Total learners, Numberofmatchedlearners, Fe, He, Sust emp only, Spd, Emp, Selfemp, Empandlearn, Learn, Learnonly, Belowl2, Engmath, Level2, Fulllevel2, Level3, Fulllevel3, Level4plus, Notassigned, App, Appintermediate, Appadvancedplus, Anylearn, Notsustained, Notsustainednb, Notsustainedbenefit, Benefits, Nodest"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/fe-learners-going-into-employment-and-learning-destinations-by-local-authority-district'>FE learners going into employment and learning destinations by local authority district</a>","Number of FE learners going into employment and learning destinations by local authority district","Total learners","Time period, Time identifier, Geographic level, Country code, Country name, Region code, Region name, Lad code, Lad name, Total learners, Numberofmatchedlearners, Fe, He, Sust emp only, Spd, Emp, Selfemp, Empandlearn, Learn, Learnonly, Belowl2, Engmath, Level2, Fulllevel2, Level3, Fulllevel3, Level4plus, Notassigned, App, Appintermediate, Appadvancedplus, Anylearn, Notsustained, Notsustainednb, Notsustainedbenefit, Benefits, Nodest"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/fe-learners-going-into-employment-and-learning-destinations-by-local-authority-district'>FE learners going into employment and learning destinations by local authority district</a>","Number of FE learners going into employment and learning destinations by local authority district","Numberofmatchedlearners","Time period, Time identifier, Geographic level, Country code, Country name, Region code, Region name, Lad code, Lad name, Total learners, Numberofmatchedlearners, Fe, He, Sust emp only, Spd, Emp, Selfemp, Empandlearn, Learn, Learnonly, Belowl2, Engmath, Level2, Fulllevel2, Level3, Fulllevel3, Level4plus, Notassigned, App, Appintermediate, Appadvancedplus, Anylearn, Notsustained, Notsustainednb, Notsustainedbenefit, Benefits, Nodest"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/fe-learners-going-into-employment-and-learning-destinations-by-local-authority-district'>FE learners going into employment and learning destinations by local authority district</a>","Number of FE learners going into employment and learning destinations by local authority district","Fe","Time period, Time identifier, Geographic level, Country code, Country name, Region code, Region name, Lad code, Lad name, Total learners, Numberofmatchedlearners, Fe, He, Sust emp only, Spd, Emp, Selfemp, Empandlearn, Learn, Learnonly, Belowl2, Engmath, Level2, Fulllevel2, Level3, Fulllevel3, Level4plus, Notassigned, App, Appintermediate, Appadvancedplus, Anylearn, Notsustained, Notsustainednb, Notsustainedbenefit, Benefits, Nodest"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/fe-learners-going-into-employment-and-learning-destinations-by-local-authority-district'>FE learners going into employment and learning destinations by local authority district</a>","Number of FE learners going into employment and learning destinations by local authority district","He","Time period, Time identifier, Geographic level, Country code, Country name, Region code, Region name, Lad code, Lad name, Total learners, Numberofmatchedlearners, Fe, He, Sust emp only, Spd, Emp, Selfemp, Empandlearn, Learn, Learnonly, Belowl2, Engmath, Level2, Fulllevel2, Level3, Fulllevel3, Level4plus, Notassigned, App, Appintermediate, Appadvancedplus, Anylearn, Notsustained, Notsustainednb, Notsustainedbenefit, Benefits, Nodest"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/fe-learners-going-into-employment-and-learning-destinations-by-local-authority-district'>FE learners going into employment and learning destinations by local authority district</a>","Number of FE learners going into employment and learning destinations by local authority district","Sust emp only","Time period, Time identifier, Geographic level, Country code, Country name, Region code, Region name, Lad code, Lad name, Total learners, Numberofmatchedlearners, Fe, He, Sust emp only, Spd, Emp, Selfemp, Empandlearn, Learn, Learnonly, Belowl2, Engmath, Level2, Fulllevel2, Level3, Fulllevel3, Level4plus, Notassigned, App, Appintermediate, Appadvancedplus, Anylearn, Notsustained, Notsustainednb, Notsustainedbenefit, Benefits, Nodest"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/fe-learners-going-into-employment-and-learning-destinations-by-local-authority-district'>FE learners going into employment and learning destinations by local authority district</a>","Number of FE learners going into employment and learning destinations by local authority district","Spd","Time period, Time identifier, Geographic level, Country code, Country name, Region code, Region name, Lad code, Lad name, Total learners, Numberofmatchedlearners, Fe, He, Sust emp only, Spd, Emp, Selfemp, Empandlearn, Learn, Learnonly, Belowl2, Engmath, Level2, Fulllevel2, Level3, Fulllevel3, Level4plus, Notassigned, App, Appintermediate, Appadvancedplus, Anylearn, Notsustained, Notsustainednb, Notsustainedbenefit, Benefits, Nodest"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/fe-learners-going-into-employment-and-learning-destinations-by-local-authority-district'>FE learners going into employment and learning destinations by local authority district</a>","Number of FE learners going into employment and learning destinations by local authority district","Emp","Time period, Time identifier, Geographic level, Country code, Country name, Region code, Region name, Lad code, Lad name, Total learners, Numberofmatchedlearners, Fe, He, Sust emp only, Spd, Emp, Selfemp, Empandlearn, Learn, Learnonly, Belowl2, Engmath, Level2, Fulllevel2, Level3, Fulllevel3, Level4plus, Notassigned, App, Appintermediate, Appadvancedplus, Anylearn, Notsustained, Notsustainednb, Notsustainedbenefit, Benefits, Nodest"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/fe-learners-going-into-employment-and-learning-destinations-by-local-authority-district'>FE learners going into employment and learning destinations by local authority district</a>","Number of FE learners going into employment and learning destinations by local authority district","Selfemp","Time period, Time identifier, Geographic level, Country code, Country name, Region code, Region name, Lad code, Lad name, Total learners, Numberofmatchedlearners, Fe, He, Sust emp only, Spd, Emp, Selfemp, Empandlearn, Learn, Learnonly, Belowl2, Engmath, Level2, Fulllevel2, Level3, Fulllevel3, Level4plus, Notassigned, App, Appintermediate, Appadvancedplus, Anylearn, Notsustained, Notsustainednb, Notsustainedbenefit, Benefits, Nodest"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/fe-learners-going-into-employment-and-learning-destinations-by-local-authority-district'>FE learners going into employment and learning destinations by local authority district</a>","Number of FE learners going into employment and learning destinations by local authority district","Empandlearn","Time period, Time identifier, Geographic level, Country code, Country name, Region code, Region name, Lad code, Lad name, Total learners, Numberofmatchedlearners, Fe, He, Sust emp only, Spd, Emp, Selfemp, Empandlearn, Learn, Learnonly, Belowl2, Engmath, Level2, Fulllevel2, Level3, Fulllevel3, Level4plus, Notassigned, App, Appintermediate, Appadvancedplus, Anylearn, Notsustained, Notsustainednb, Notsustainedbenefit, Benefits, Nodest"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/fe-learners-going-into-employment-and-learning-destinations-by-local-authority-district'>FE learners going into employment and learning destinations by local authority district</a>","Number of FE learners going into employment and learning destinations by local authority district","Learn","Time period, Time identifier, Geographic level, Country code, Country name, Region code, Region name, Lad code, Lad name, Total learners, Numberofmatchedlearners, Fe, He, Sust emp only, Spd, Emp, Selfemp, Empandlearn, Learn, Learnonly, Belowl2, Engmath, Level2, Fulllevel2, Level3, Fulllevel3, Level4plus, Notassigned, App, Appintermediate, Appadvancedplus, Anylearn, Notsustained, Notsustainednb, Notsustainedbenefit, Benefits, Nodest"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/fe-learners-going-into-employment-and-learning-destinations-by-local-authority-district'>FE learners going into employment and learning destinations by local authority district</a>","Number of FE learners going into employment and learning destinations by local authority district","Learnonly","Time period, Time identifier, Geographic level, Country code, Country name, Region code, Region name, Lad code, Lad name, Total learners, Numberofmatchedlearners, Fe, He, Sust emp only, Spd, Emp, Selfemp, Empandlearn, Learn, Learnonly, Belowl2, Engmath, Level2, Fulllevel2, Level3, Fulllevel3, Level4plus, Notassigned, App, Appintermediate, Appadvancedplus, Anylearn, Notsustained, Notsustainednb, Notsustainedbenefit, Benefits, Nodest"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/fe-learners-going-into-employment-and-learning-destinations-by-local-authority-district'>FE learners going into employment and learning destinations by local authority district</a>","Number of FE learners going into employment and learning destinations by local authority district","Belowl2","Time period, Time identifier, Geographic level, Country code, Country name, Region code, Region name, Lad code, Lad name, Total learners, Numberofmatchedlearners, Fe, He, Sust emp only, Spd, Emp, Selfemp, Empandlearn, Learn, Learnonly, Belowl2, Engmath, Level2, Fulllevel2, Level3, Fulllevel3, Level4plus, Notassigned, App, Appintermediate, Appadvancedplus, Anylearn, Notsustained, Notsustainednb, Notsustainedbenefit, Benefits, Nodest"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/fe-learners-going-into-employment-and-learning-destinations-by-local-authority-district'>FE learners going into employment and learning destinations by local authority district</a>","Number of FE learners going into employment and learning destinations by local authority district","Engmath","Time period, Time identifier, Geographic level, Country code, Country name, Region code, Region name, Lad code, Lad name, Total learners, Numberofmatchedlearners, Fe, He, Sust emp only, Spd, Emp, Selfemp, Empandlearn, Learn, Learnonly, Belowl2, Engmath, Level2, Fulllevel2, Level3, Fulllevel3, Level4plus, Notassigned, App, Appintermediate, Appadvancedplus, Anylearn, Notsustained, Notsustainednb, Notsustainedbenefit, Benefits, Nodest"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/fe-learners-going-into-employment-and-learning-destinations-by-local-authority-district'>FE learners going into employment and learning destinations by local authority district</a>","Number of FE learners going into employment and learning destinations by local authority district","Level2","Time period, Time identifier, Geographic level, Country code, Country name, Region code, Region name, Lad code, Lad name, Total learners, Numberofmatchedlearners, Fe, He, Sust emp only, Spd, Emp, Selfemp, Empandlearn, Learn, Learnonly, Belowl2, Engmath, Level2, Fulllevel2, Level3, Fulllevel3, Level4plus, Notassigned, App, Appintermediate, Appadvancedplus, Anylearn, Notsustained, Notsustainednb, Notsustainedbenefit, Benefits, Nodest"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/fe-learners-going-into-employment-and-learning-destinations-by-local-authority-district'>FE learners going into employment and learning destinations by local authority district</a>","Number of FE learners going into employment and learning destinations by local authority district","Fulllevel2","Time period, Time identifier, Geographic level, Country code, Country name, Region code, Region name, Lad code, Lad name, Total learners, Numberofmatchedlearners, Fe, He, Sust emp only, Spd, Emp, Selfemp, Empandlearn, Learn, Learnonly, Belowl2, Engmath, Level2, Fulllevel2, Level3, Fulllevel3, Level4plus, Notassigned, App, Appintermediate, Appadvancedplus, Anylearn, Notsustained, Notsustainednb, Notsustainedbenefit, Benefits, Nodest"
"FE","<a href='https://explore-education-statistics.service.gov.uk/find-statistics/fe-learners-going-into-employment-and-learning-destinations-by-local-authority-district'>FE learners going into employment and learning destinations by local authority district</a>","Number of FE learners going into employment and learning destinations by local authority district","Level3","Time period, Time identifier, Geographic level, Country code, Country name, Region code, Region name, Lad code, Lad name, Total learners, Numberofmatchedlearners, Fe, He, Sust emp only, Spd, Emp, Selfemp, Empandlearn, Learn, Learnonly, Belowl2, Engmath, Level2, Fulllevel2, Level3, Fulllevel3, Level4plus, Notassigned, App, Appintermediate, Appadvancedplus, Anylearn, Notsustained, Notsustainednb, Notsustainedbenefit, Benefits, Nodest"
